Transaction_ID,Customer_ID,Account_Number,Transaction_Date,Transaction_Type,Transaction_Amount,Currency,Balance_After_Transaction,Branch_ID,Branch_Location,Merchant_ID,Merchant_Name,POS_Terminal_ID,Card_Type,Card_Number,Customer_Age,Customer_Income,Customer_Credit_Score,Loan_Status,Fraud_Flag,Transaction_Mode,Country,Regulatory_Compliance
T10000136,C67627,A1460955243,1983/01/10,Loan Repayment,4923.22,INR,7863.76,B839,,M9088,Merchant_15,POS7304,Debit,6011791285108526,32,96176,738,Defaulted,No,ATM,USA  ,Non-Compliant
T10000137,C23332,A1724660700,1972/04/06,Loan Repayment,1172.02,GBP,12056.45,B908,New York,M7626,Merchant_63,POS9379,Debit,3503277767535131,32,,354,Not Applicable,No,Offline  ,USA,Compliant
T10000138,C76164,A3347715190,1976-01-22,Withdrawal,1887.92,INR,15808.27,B268,New York,M7374,Merchant_63,POS2792,Prepaid,6536703198116716,48,60975,700,Not Applicable,No  ,POS,,Non-Compliant
T10000139,C56840,A7064191466,2009-09-07,ATM Withdrawal  ,4346.01,,7196.22,B984,New York,M5368,Merchant_3,POS8695,,3552491274417846,38,148020,510,Active,No,Online,Japan,Non-Compliant
T10000140,C22053,A3483321097,20120624  ,Bill Payment,3261.17,EUR,4801.46,B739,Mumbai,M3958,Merchant_3,POS9457,Credit,4410860544760906,47,187228,744,Defaulted,Yes,Offline,India,Non-Compliant
T10000141,C43612,A6309137211,,,3987.25,GBP,,B263,Tokyo,M5551,Merchant_85,POS3883,Prepaid,30368431337471  ,38,36667,716,Defaulted,Yes,Online,USA,Compliant
T10000142,C51079,A2816208531,,Deposit,1278.99,GBP,3146.27,B586,Berlin,M3374,Merchant_47,POS8786,Prepaid,4654481828296402334,20,193597,355,Closed,No,POS,UK,
T10000143,C40862,A2277421636,30-12-2023,Online Purchase,179.07,GBP,16982.11,B997,London,M9295,Merchant_9,POS6764,Debit,6011747590682142,19,188132,754,,Yes,Online,Germany,Non-Compliant
T10000144,C27499,A2119611566,07042007,Transfer,917.63,JPY,18539.13,B741,Berlin,M4248,Merchant_34,POS3764,Credit,3568407082597555  ,28,,838,Not Applicable,Yes,Offline,Germany,Compliant
T10000145,C98760,A6108275915,25-02-2021  ,Transfer,1249.11,,9908.75,B809,New York,M7935,Merchant_95,POS5198,,,39,143452,,Not Applicable,No,Online,USA,Non-Compliant
T10000146,C79523,A2859418733,,Withdrawal,4867.12,EUR,17661.79,B879,Tokyo,M3703,Merchant_41,POS9049,Credit,3514612008038874,30,80256,781,Not Applicable,,Offline,UK,Compliant  
T10000147,C33678,A4586098675,02051970,ATM Withdrawal,4858.42,JPY,5676.99,B196,,M2998,Merchant_51,POS7120,Prepaid,6011741819562615  ,71,145791,575,Defaulted  ,No,POS  ,Japan,
T10000148,C43444,A1764550571,,Online Purchase,2017.96,USD,9214.81,B417,Mumbai,M7020,Merchant_66,POS4274,Debit,2228530023773573,23,116530,744,,No,POS,,Non-Compliant
T10000149,C72601,A2290179231,25-03-2011,Deposit,,INR,8847.37,B837,Mumbai,M2339,Merchant_99,POS9248,Credit,4497086533324761,,129117,604,Not Applicable,No,POS  ,India  ,
T10000150,C95957,A7344181536,17112002,ATM Withdrawal,3096.31,EUR,13826.94,B189,Berlin,M1260,Merchant_90,POS4083,Credit,342226922734999,58,161186,608,Closed  ,Yes,ATM,USA,
T10000151,C11032,A9585752886,1976-01-12,Loan Repayment,4526.31,USD,9018.09,B165,Tokyo,M8755,Merchant_15,POS9106,Prepaid,2701644143305129  ,64,110137,819,Active,No,ATM,Japan,Compliant
T10000152,C21297,A8159952959,,Deposit,2085.76,EUR,19985.96,B367,Tokyo,M9248,Merchant_5,POS2043,Debit,4447818820535761,34,113124,573,Defaulted,No,Online,USA,Compliant
T10000153,C25474,A4740355928,,Transfer,2496.97,USD,3617.68,B549,New York  ,M6592,Merchant_37,POS9274,,4278720067911019111,41,84343,842,Closed,No,Offline,India,
T10000154,C51262,A4317315247,,,4613.37,,13000.54,B776,Mumbai,M5986,Merchant_93,POS6139,,340663868714308,76,125889,510,Not Applicable,No,,Japan,Compliant
T10000155,C38014,A9988591612,20030322,ATM Withdrawal  ,1214.29,GBP,2138.97,B742,Mumbai  ,M8352,Merchant_39,POS1085,Debit,4781911823561324,63,184559,539,Active,Yes,POS,Germany,Compliant
T10000156,C64008,A1351960400,1975-04-09  ,,3387.34,JPY,6010.18,B533,New York,M7830,Merchant_21,POS3364,Prepaid,3585502196647871,73,75742,333,Active,No,,Germany,Non-Compliant
T10000157,C28726,A7827384148,2011-05-25,Transfer,2449.08,,1848.97,B417,Mumbai,M7181,Merchant_61,POS3175,Credit,2347900138554935,73,43413,719,Not Applicable  ,No,Online,Japan,Compliant
T10000158,C85609,A4253932355,19840308,Loan Repayment,4681.55,INR,16764.12,B693,,M9741,Merchant_78,POS6249,Debit,4711330003443663,29,158386,,Defaulted,Yes  ,ATM  ,,Compliant  
T10000159,C64109,A9130420445,1995/07/16,,1205.72,USD,8315.92,B162,Tokyo,M8932,Merchant_4,POS7676,Prepaid,180030278505390,61,165413,428,Not Applicable,Yes,POS,UK,
T10000160,C70902,A7960982010,21021975  ,Transfer,1906.97,USD,1864.21,B676,London,M3014,Merchant_18,POS5578,Debit,502084598288,78,88514,763,Active,,POS  ,India,Non-Compliant
T10000161,C74091,A8569730580,,ATM Withdrawal,4463.94,GBP,16442.84,B466,New York,M1138,Merchant_16,POS8580,Debit,4129590925540708  ,61,113800,610,Closed,,ATM,,Non-Compliant
T10000162,C75578,A3121762474,,ATM Withdrawal,,USD,18737.7,B635,Tokyo,M9731,Merchant_79,POS5143,Prepaid,4400961172075450,78,104672,716,Not Applicable,Yes,Offline,,Compliant
T10000163,C13325,A8256557537,2003-08-10  ,,,GBP,12899.65,B356,Berlin,M6583,Merchant_7,POS6465,Prepaid,4178795446882543,,137035,387,Defaulted,Yes  ,Online,India  ,Non-Compliant
T10000164,C90911,A8524625316,02-10-1976,,1925.76,JPY,18814.11,B564,Mumbai,M2682,Merchant_2,POS2106,Prepaid,379709290388809,34,146195,755,Closed  ,No,Offline,Germany,Non-Compliant
T10000165,C77853,A3913277923,1982-11-26,Loan Repayment,985.08,USD,13689.34,B578,Mumbai,M6499,Merchant_79,POS5909,Debit,6512754109967307,49,20969,535,Closed,No,ATM,,
T10000166,C25098,A5906579123,,Loan Repayment,4876.79,EUR,14657.9,B667,Berlin  ,M2657,Merchant_3,POS3248,Debit,675908393654,47,117609,839,Not Applicable  ,Yes,ATM,UK,Compliant
T10000167,C80184,A5933057363,,Online Purchase,2546.26,GBP  ,16028.95,B271,Mumbai,M9342,Merchant_48,POS9168,Prepaid,4877566142865635,63,144192,710,Defaulted,No,Offline,Germany,Compliant  
T10000168,C78002,A2510002930,,Loan Repayment,2343.08,GBP,4411.75,B760,London  ,M5528,Merchant_30,POS2612,,,30,196975,609,Active,Yes,,Japan,Non-Compliant
T10000169,C95892,A5346037554,23112024,Deposit,3619.45,USD,15394.8,B572,Tokyo,M4077,Merchant_55,POS7843,Credit,,26,53645,309,Active,No,Offline  ,Germany,Non-Compliant
T10000170,C89670,A2637750783,,Bill Payment,2851.88,,2981.95,B132,Mumbai,M2138,Merchant_50,POS5650,Credit,,21,22895,720,Defaulted,Yes,POS,UK,Compliant
T10000171,C87003,A7266170179,,Deposit,3028.19,EUR,9743.89,B854,London,M8476,Merchant_45,POS5873,Debit,30450538679888,75,133266,487,Defaulted,Yes,Offline  ,UK,Compliant  
T10000172,C76112,A6695183060,,Deposit,375.25,GBP,17259.69,B110,Tokyo,M6359,Merchant_86,POS8606,Debit  ,2282730924529842,48,62301,318,Closed,No,Online,Japan,Compliant  
T10000173,C61199,A8259983843,,,1893.2,USD,2736.34,B114,Tokyo,M2035,Merchant_29,POS2582,Prepaid,6510809707235572,38,184308,512,Not Applicable,Yes,Online,UK,Non-Compliant
T10000174,C18825,A4803021963,10/05/1979,Withdrawal,4611.9,EUR,19646.9,B794,Berlin,M6209,Merchant_86,POS8899,Credit,4875520886989448695,58,151968,313,Defaulted,Yes  ,ATM,Germany,Non-Compliant
T10000175,C46454,A9760047394,16/08/1984,Withdrawal,1720.21,INR,5718.42,B836,Berlin,M6269,Merchant_24,POS8247,,503862231654  ,21,57101,,Closed  ,No,ATM,Japan,Compliant
T10000176,C20487,A6839359948,,Bill Payment,2172.82,,8246.97,B877,Tokyo,M3878,Merchant_33,POS7233,Debit,348022501756014,39,143013,,Active,No,ATM,India  ,Non-Compliant
T10000177,C67186,A9405667093,01021989,ATM Withdrawal,3258.02,USD  ,12988.1,B814,Berlin,M3414,Merchant_33,POS5053,Prepaid,180033072032157,23,120754,382,Closed,No,ATM,India,Non-Compliant
T10000178,C37462,A2323280914,13-01-2002  ,Online Purchase,3276.06,USD,3552.31,B614,London,M4041,Merchant_26,POS1966,Prepaid,6598644692079338,44,183688,,Defaulted,,POS,,Non-Compliant  
T10000179,C22693,A4400697308,22/11/1998,Online Purchase,3786.99,EUR,19989.46,B469,New York  ,M6410,Merchant_13,POS1050,Debit,180026979935043,19,159101,554,Not Applicable,Yes,,Japan,Non-Compliant
T10000180,C73509,A5644445498,10/07/2015,Bill Payment,4526.96,EUR,17527.32,B903,,M9158,Merchant_12,POS5937,Prepaid,3580057664653963,79,193707,549,Defaulted,Yes,ATM,Japan,Compliant
T10000181,C93040,A8410598437,1995-12-20,Deposit,3007.39,GBP,14775.53,B903,Mumbai,M4823,Merchant_29,POS5244,Credit,3550953676225491,30,50436,430,Not Applicable  ,Yes,Offline,Germany,Compliant  
T10000182,C51409,A9344648619,16-07-1984,Loan Repayment,4247.15,INR,19816.37,B968,Mumbai,M9110,Merchant_38,POS7171,Credit,349205469209675,64,79001,353,Closed,No,POS,Japan,Non-Compliant
T10000183,C79185,A8416354530,2002/04/04  ,Withdrawal,2906.11,EUR,3613.66,B398,Berlin,M4205,Merchant_95,POS1149,Debit,375531676416184,27,131964,472,Defaulted,Yes,Offline,UK,Non-Compliant
T10000184,C32608,A3828316958,03/03/2020,Transfer,67.9,INR,,B686,Mumbai,M2549,Merchant_76,POS3967,Debit,4676976081139665,24,160905,320,,Yes,Online,,Non-Compliant
T10000185,C26884,A3469954227,,Loan Repayment,432.21,EUR,9037.98,B100,Berlin,M9510,Merchant_38,POS9750,Debit,4524684117653,40,153848,401,Defaulted,No,POS,Japan,
T10000186,C43419,A6414555491,11031971,Withdrawal,4701.59,,14920.82,B813,Berlin,M9379,Merchant_78,POS3687,Debit,3530001779200097,79,40322,844,,Yes,Offline,,Non-Compliant
T10000187,C23762,A1530443469,20180428,Online Purchase  ,3505.27,JPY  ,4244.2,B498,Berlin,M9711,Merchant_71,POS7597,Debit,30256281061863,60,119300,,Active,No,Offline,Japan,Compliant
T10000188,C50063,A9977085483,,Deposit,296.48,JPY,1203.2,B793,Mumbai,M9156,Merchant_66,POS9722,Prepaid  ,3586972165497617,63,160070,550,Defaulted,Yes,POS,UK,Compliant
T10000189,C80663,A4684249425,2023/06/06,,3159.57,EUR,10795.05,B574,Mumbai  ,M8542,Merchant_43,POS5888,Debit,4930700727252613,18,148986,841,Closed,Yes,POS,Japan,Non-Compliant
T10000190,C67587,A1695073055,2012/06/08  ,Withdrawal  ,2111.07,INR,10106.6,B372,London,M3087,Merchant_42,POS7551,Prepaid,4142500952356582,79,25544,652,,No,Online,,Non-Compliant
T10000191,C77009,A1802558618,1992/01/30,ATM Withdrawal,1000.08,INR,4442.58,B705,Berlin,M1628,Merchant_36,POS4148,Credit,,21,157618,536,Not Applicable,Yes,Offline,Germany  ,
T10000192,C52157,A6205403961,24/07/2016,Bill Payment,1824.27,INR,15638.81,B469,Tokyo,M7088,Merchant_31,POS5521,Credit  ,4828703493651476,,191535,497,,No,POS,Germany,Non-Compliant
T10000193,C83445,A9483102271,2023/04/29,,2100.83,JPY,6208.82,B396,London  ,M7512,Merchant_64,POS9723,Prepaid,4730524079571038,67,179178,,Closed  ,No,Offline,India,Compliant
T10000194,C27428,A4395692712,31101992,Deposit  ,3167.09,,14403.77,B839,Berlin,M6318,Merchant_8,POS1170,Debit,376422211933595,52,172898,691,Active,Yes,Offline,UK,Non-Compliant
T10000195,C22280,A3130137051,,Online Purchase,4717.34,,4095.45,B503,Mumbai,M7986,Merchant_32,POS8455,Prepaid,2225053886548803,,46143,321,Defaulted,Yes,Offline,India  ,Non-Compliant  
T10000196,C72970,A9127754416,08-03-1974,,3463.29,,1845.99,B205,Mumbai,M1019,Merchant_29,POS1393,Credit,4244740032356288124,74,49467,412,Active,Yes,Online,Germany,Compliant
T10000197,C97460,A8246300124,20221127,Withdrawal,1851.87,INR,19582.94,B250,Tokyo,M8838,Merchant_9,POS2854,Prepaid,3552763764205281,26,120930,806,Not Applicable,Yes,POS,USA,Compliant
T10000198,C65291,A1374736832,,,2796.29,,7637.6,B987,Berlin,M7898,Merchant_32,POS4452,,4816408871129194,63,26906,734,Defaulted  ,Yes,,USA,Compliant
T10000199,C79133,A6581343068,29/11/2004,ATM Withdrawal,787.88,INR,4046.63,B533,New York,M9222,Merchant_40,POS4724,Debit,,42,52802,710,Closed,Yes,Offline,UK,Non-Compliant
T10000200,C20198,A2440839808,08-12-1972,Withdrawal  ,946.84,INR  ,11711.05,B146,London,M1138,Merchant_46,POS5626,Debit,4514432671883395974,26,45527,815,,No,Online,,Compliant
T10000201,C38265,A3809854155,,Loan Repayment,3260.46,EUR,6525.99,B541,London,M7350,Merchant_31,POS4421,Prepaid,5598343092675140,24,57387,616,Defaulted,Yes,Offline,India,Non-Compliant
T10000202,C67939,A7737658873,1987-08-14,Bill Payment,653.63,JPY,13961.82,B369,London,M5011,Merchant_90,POS1130,Credit,4897352228877141,22,141183,657,Not Applicable,Yes,ATM,Japan,Compliant
T10000203,C46487,A2952400435,,Bill Payment,2845.35,,16362.14,B584,,M1375,Merchant_98,POS7929,Debit,180091129696341,23,138337,837,Active  ,No,POS,UK,Non-Compliant
T10000204,C61005,A4534825528,19831123,Withdrawal,731.64,,18033.52,B611,Tokyo,M7658,Merchant_34,POS9531,,38858168353354,26,187488,,Closed,Yes,POS,USA,
T10000205,C50234,A4726992894,18062007,Bill Payment,2716.91,EUR,9139.29,B709,Berlin,M8167,Merchant_82,POS5640,Prepaid,3507100638266775,69,43498,721,Defaulted,Yes,POS,UK,Compliant
T10000206,C70810,A8478195448,1980-06-08,Loan Repayment,1329.85,GBP  ,,B909,Tokyo,M6201,Merchant_43,POS3792,Prepaid,6529417885614813,59,33521,739,Not Applicable,No,Online,India,Non-Compliant
T10000207,C52258,A1875153615,,Withdrawal,148.81,INR  ,19684.87,B896,Tokyo,M4633,Merchant_39,POS4175,Prepaid,343476467111827,34,,447,Defaulted,Yes,,UK,Compliant
T10000208,C12877,A2777021820,30/08/1971  ,Bill Payment,2259.88,,4394.86,B721,London,M6681,Merchant_62,POS9953,Credit,4041374185006719642,19,155789,456,Active,No  ,Offline,India,Non-Compliant
T10000209,C67155,A6124128956,,Online Purchase,1970.2,JPY,19121.48,B556,New York,M6222,Merchant_80,POS2762,Prepaid,502045163388,,63843,823,Not Applicable,No,Offline,,Non-Compliant
T10000210,C26030,A5336340723,,Transfer,1614.59,INR,11017.98,B384,Mumbai,M2225,Merchant_74,POS7909,Prepaid,30566148313723,69,32266,731,Not Applicable,No  ,Online,,Compliant  
T10000211,C22467,A6587745053,2021/07/07,Loan Repayment,244.89,GBP,18298.96,B732,,M1783,Merchant_2,POS3273,Credit,4848971234261618,23,116699,850,Defaulted,,,Japan,Non-Compliant
T10000212,C28056,A7800879736,,Online Purchase,4252.27,GBP,5569.95,B601,Tokyo,M4700,Merchant_12,POS5322,Debit,4220871322231606,59,73973,376,Defaulted,No,Online,USA,Non-Compliant
T10000213,C76127,A1558605632,1996/02/19,Loan Repayment,947.89,USD,11967.6,B572,London,M8550,Merchant_24,POS5370,Credit,4757403845447634637,,133108,706,,No  ,ATM,Germany,Non-Compliant
T10000214,C16536,A3776030024,2016-02-14  ,Loan Repayment  ,1384.54,GBP,14944.56,B374,New York,M6695,Merchant_82,POS5718,Prepaid,,50,183084,612,Closed,Yes,POS,UK,Non-Compliant
T10000215,C11275,A7846200001,29/10/1980,Deposit  ,2840.66,USD,,B411,Tokyo,M9940,Merchant_33,POS8970,Debit  ,4077013320179644,51,176170,576,Defaulted,Yes,,USA,Non-Compliant  
T10000216,C93720,A9213654445,,ATM Withdrawal,2949.85,EUR  ,16849.26,B914,New York,M6685,Merchant_37,POS2805,Credit,345345550061272,79,166313,610,Defaulted  ,Yes,Online  ,,Compliant
T10000217,C75797,A9959316663,,ATM Withdrawal,412.78,GBP,13891.51,B508,London,M6091,Merchant_23,POS8140,Prepaid,3597353721405971,34,165302,,Not Applicable,,ATM,Japan,Non-Compliant
T10000218,C83257,A8588218088,1970-03-17,Transfer,1871.82,JPY  ,3392.78,B573,Mumbai  ,M5426,Merchant_84,POS2753,Debit,4886988192561,,173253,354,Closed,Yes,POS,India,Compliant  
T10000219,C78134,A1416026153,,Withdrawal,287.71,GBP,5463.63,B366,Mumbai,M3018,Merchant_56,POS3396,,341208836497583,33,163309,791,Defaulted,No,Online,,Non-Compliant
T10000220,C86092,A2300351065,24092011,,4536.22,GBP,1173.28,B612,Mumbai,M9602,Merchant_50,POS9405,Credit,4640930775911063692,47,56710,610,Defaulted,No,POS,USA,Non-Compliant
T10000221,C18856,A1192969175,,Withdrawal,3399.82,USD,14920.29,B278,New York,M2054,Merchant_8,POS5103,,213123880033165,41,27722,628,Not Applicable,Yes,Offline,UK,
T10000222,C13177,A3871865327,,Deposit,2046.06,INR,19197.13,B640,New York,M8761,Merchant_65,POS6768,Debit,2291054959355505  ,58,38577,430,Active,Yes,POS,Japan,Compliant  
T10000223,C77863,A7442652840,03/06/1984,Withdrawal,4924.82,INR,7356.28,B242,Berlin,M2021,Merchant_31,POS9086,Credit,2222092227320269,,38550,382,Not Applicable,Yes,POS,Japan,
T10000224,C17255,A9667651430,,Online Purchase,3509.68,INR,19668.16,B298,Tokyo  ,M2507,Merchant_76,POS1164,Credit,3558710443801992,20,23905,555,,No  ,POS,UK,
T10000225,C81256,A6179133387,28011978,Online Purchase,4707.72,EUR,17966.59,B654,Mumbai,M7731,Merchant_91,POS8966,,370660155480927,51,164956,681,,Yes,ATM  ,Japan,
T10000226,C89920,A6943960966,1971-05-01,Withdrawal,3303.03,,15496.93,B723,Tokyo,M4547,Merchant_97,POS1448,Debit,3585300282716811,77,34973,697,Active,No,Offline,Germany  ,Compliant
T10000227,C48774,A2694799285,19931015,Transfer,3043.92,JPY,17104.26,B117,,M1606,Merchant_46,POS8867,Prepaid,,,179993,365,Active,No,POS,Germany  ,
T10000228,C39878,A2105718202,14061993,Loan Repayment,,GBP  ,7189.99,B942,,M7987,Merchant_37,POS3344,Credit,180004703076442,59,97086,464,Active,Yes,Offline,USA,Compliant
T10000229,C96122,A4119261951,30/07/1974,Withdrawal,2831.36,JPY,3303.61,B917,London,M9525,Merchant_57,POS6192,Debit,180058340323203,69,114886,622,Defaulted,No,Online,USA,Compliant
T10000230,C26420,A9200233904,15032014  ,Online Purchase,416.71,USD,15680.25,B997,,M2979,Merchant_54,POS5315,Prepaid,2224711133507762,71,63761,435,Not Applicable,No,Offline,Japan,
T10000231,C56525,A9374838576,26/08/1974,Bill Payment,681.68,JPY,2592.0,B707,Mumbai,M7215,Merchant_42,POS8185,Credit,639033955621  ,49,167883,837,Not Applicable,Yes  ,ATM,USA,Compliant
T10000232,C67529,A6022194495,2001/12/12,Deposit,1042.15,,18148.28,B652,Mumbai  ,M7054,Merchant_27,POS5617,Prepaid,4931353424460,76,51441,742,Defaulted,Yes,POS,USA,Compliant
T10000233,C15027,A2861342732,19082002,Online Purchase,3134.14,INR,17570.18,B300,Tokyo,M4065,Merchant_94,POS9138,Debit,,51,,368,Closed  ,No,Offline,Germany,Non-Compliant
T10000234,C92578,A7360670711,1988-12-15,Online Purchase,2241.39,GBP,7059.21,B813,New York,M8925,Merchant_63,POS7750,Prepaid,6526608391982107,68,167392,567,Not Applicable,No  ,POS,Japan,Compliant
T10000235,C24459,A2415982761,19910708,Withdrawal  ,4562.02,,1935.09,B648,Berlin,M7480,Merchant_92,POS4757,Debit,36623876483030,64,,320,Defaulted,Yes,POS,India,Non-Compliant
T10000236,C45389,A4702191781,,ATM Withdrawal,110.57,JPY,14981.59,B298,Mumbai,M7965,Merchant_66,POS1383,Debit,4180644341932270024,48,,716,Not Applicable,Yes,ATM,India,Compliant
T10000237,C58473,A6629026320,11-12-1970,Withdrawal,4711.05,INR,9996.78,B680,,M9084,Merchant_33,POS7747,Debit,,62,126570,574,Not Applicable,Yes,Online,India,Compliant
T10000238,C35869,A5174348618,1980-08-01,ATM Withdrawal,3747.48,,3234.08,B837,Tokyo,M7088,Merchant_73,POS3718,Credit,4497421056288,41,85860,515,Closed,,ATM,India,Compliant
T10000239,C18009,A7979204873,,Transfer,,USD,17493.77,B413,Tokyo,M5173,Merchant_72,POS9864,Prepaid  ,676219264428,29,46823,834,Not Applicable,No,ATM  ,,Compliant
T10000240,C10032,A2388725602,,Online Purchase,1642.18,INR,15704.47,B463,Tokyo,M2281,Merchant_78,POS4504,Credit,503810646706,53,85677,745,,No,Offline,USA,Compliant
T10000241,C11398,A6136076879,1990/10/25  ,,1850.65,INR  ,13191.81,B812,Tokyo  ,M8713,Merchant_78,POS8446,Debit,3532442335764903,,27559,456,Closed,No,ATM  ,USA,Compliant
T10000242,C51481,A8148953034,30/12/1992,Withdrawal,746.09,USD,4774.98,B277,London,M2928,Merchant_44,POS8639,Prepaid  ,,,42653,320,Defaulted,Yes,Offline,Germany,
T10000243,C47627,A6059488803,16-08-2002,Online Purchase,893.79,GBP,11995.23,B757,Mumbai,M3793,Merchant_5,POS7318,Credit,3560209619130787,69,95678,815,,Yes,Online,Germany,Non-Compliant
T10000244,C87121,A4870946211,1996/07/27,Online Purchase,2382.72,INR,4092.17,B870,London,M8126,Merchant_94,POS7542,Debit,675926038034,61,30519,539,Defaulted,No,POS,USA,Compliant
T10000245,C17051,A5167514715,2010/11/19  ,Bill Payment,3296.46,USD  ,17297.48,B841,Berlin,M7131,Merchant_1,POS8820,Credit,6563206578865155,76,118642,548,Defaulted,Yes,Offline,UK,Non-Compliant
T10000246,C86864,A1115518612,,Deposit,4117.96,GBP,3623.52,B316,Tokyo,M3947,Merchant_55,POS3469,Debit,4554847733831628,79,62871,829,Not Applicable,Yes,Online,USA,Non-Compliant
T10000247,C65372,A4312964517,1975/02/22,Withdrawal,2256.85,GBP,19463.63,B283,New York,M2310,Merchant_20,POS1113,Debit,3547550713368197,57,139272,775,Defaulted,Yes,Offline,India,Non-Compliant
T10000248,C49017,A3731524909,,,3696.01,INR,3748.24,B381,Tokyo,M4999,Merchant_94,POS9577,Prepaid  ,,56,187199,403,Defaulted,No  ,Online,India,Non-Compliant
T10000249,C41949,A5504695792,20210723,Bill Payment,936.71,INR,13885.96,B516,,M7788,Merchant_85,POS3126,Debit,4902929866432330,32,105094,594,Not Applicable,No,Online,UK,Non-Compliant
T10000250,C98209,A6970267626,,Online Purchase  ,2811.02,USD,6776.62,B562,,M3731,Merchant_80,POS6761,Prepaid,,80,148648,684,Closed,,POS,Japan,Non-Compliant
T10000251,C38541,A7868720188,1972/10/13,ATM Withdrawal,3811.15,JPY,8675.35,B393,New York,M7554,Merchant_37,POS1054,Prepaid,6596188859987091,24,191207,728,Defaulted,Yes,Online,USA,
T10000252,C88819,A8104374310,20181022  ,Bill Payment,884.3,USD,17994.47,B572,New York,M4963,Merchant_23,POS8559,Prepaid,2254707713673068,76,141166,,Defaulted,No  ,Offline,USA,Compliant
T10000253,C17836,A4301805593,2021/10/05,ATM Withdrawal,629.04,EUR,16040.75,B475,New York,M4982,Merchant_62,POS4442,,6011469114513840  ,66,88157,755,Not Applicable,Yes,,Japan,Non-Compliant
T10000254,C93085,A6603821485,03121988,ATM Withdrawal,3041.17,EUR  ,12081.38,B112,Tokyo,M9467,Merchant_52,POS8814,Prepaid,30011295791470,50,118136,796,Not Applicable,Yes  ,Offline,USA,Compliant
T10000255,C93707,A4892537570,12111976,Loan Repayment,,INR,6158.0,B966,Mumbai,M1917,Merchant_58,POS9567,Credit,4188761778923428,72,139554,572,Defaulted,Yes,,Germany,Non-Compliant
T10000256,C16695,A3722604277,25-08-1978,Bill Payment,1082.82,,9165.36,B837,New York,M8475,Merchant_1,POS5124,Debit,3596038400501981,50,189156,844,Active,No,POS,USA,Compliant
T10000257,C22395,A7198489640,28011995,Deposit,1073.95,EUR,14010.18,B315,Mumbai,M4144,Merchant_99,POS7491,Credit,3543544460550333,80,176035,575,Active,No,Offline,Japan,
T10000258,C62963,A7050697422,16011975,Online Purchase,1019.04,EUR,7115.07,B433,Mumbai,M4522,Merchant_80,POS9240,Debit,379426468177019,48,175435,347,Not Applicable,No,,India,Non-Compliant
T10000259,C71845,A4220479048,2012/12/14,Online Purchase,1501.29,INR,11385.12,B670,Mumbai,M3301,Merchant_99,POS2114,Prepaid,4647568292929020,46,76311,779,Active,No,Online,UK,Compliant  
T10000260,C12123,A7724692990,2013-10-19,Transfer,2878.33,INR,15831.18,B917,Mumbai  ,M4127,Merchant_97,POS2197,Prepaid,6597634977903634,65,,647,Not Applicable,,,Germany,Compliant
T10000261,C79778,A3857879268,20020523,ATM Withdrawal,3867.23,USD,,B230,Mumbai  ,M4770,Merchant_85,POS4421,Credit,30075048098137,31,27155,750,,Yes,ATM,USA  ,Compliant
T10000262,C74108,A9569995483,,Withdrawal,1283.87,,8220.55,B978,London,M2069,Merchant_56,POS5926,Credit  ,6516526297419739  ,64,,554,Defaulted,No  ,Offline,Germany,Compliant
T10000263,C33804,A4972649306,,Deposit,4545.81,,,B581,London,M7679,Merchant_6,POS9838,Debit,4320947728907082960,40,44149,367,Not Applicable,No,Online,Japan,Non-Compliant
T10000264,C22635,A7347059040,06041999,Deposit,4712.02,INR,6363.7,B355,Berlin,M5933,Merchant_43,POS8571,Prepaid,4114843798883094,75,130630,448,Defaulted,Yes,Online  ,Germany  ,Non-Compliant
T10000265,C85654,A7037250227,10-10-2022,Bill Payment,3844.87,EUR,7478.68,B890,Mumbai  ,M9504,Merchant_34,POS2034,Debit  ,,80,49133,602,Active,Yes,POS,USA,Compliant
T10000266,C56391,A4349806896,20091101,Online Purchase,3471.54,USD,4147.07,B733,Berlin,M3491,Merchant_70,POS7947,Credit,3526126750366892,75,130431,779,,No,POS,,Non-Compliant
T10000267,C31004,A6336338219,22-08-2014,Deposit,1139.26,USD,15053.44,B255,Berlin,M6365,Merchant_2,POS2921,Prepaid,4677120373466182794,60,52732,765,Active,Yes,Online,Germany,Non-Compliant
T10000268,C23506,A9010479383,14-06-1992,Online Purchase,292.7,EUR,18189.9,B436,New York,M6843,Merchant_11,POS1211,Credit,346822095851416,45,47253,799,Not Applicable,,Online,India,Compliant
T10000269,C89142,A4196786163,1977/10/10,Bill Payment,4701.58,GBP  ,1458.74,B201,Tokyo,M8481,Merchant_33,POS6875,Prepaid,30193159370292,21,186410,464,Active,Yes,Offline,Germany,Compliant
T10000270,C75168,A3746524224,04/09/1973,Bill Payment,4479.94,USD,12055.09,B817,Mumbai,M3914,Merchant_51,POS2244,,373479603729166,60,89040,648,Not Applicable,No,Offline,India,
T10000271,C39421,A5223079421,19-05-1978,Online Purchase  ,4823.31,GBP,11473.3,B522,Berlin,M7342,Merchant_96,POS5284,Prepaid,3577984337016101,41,81526,,Closed,Yes,Online,USA,Compliant
T10000272,C55657,A5230873857,15/12/1983,Bill Payment,2186.56,,9520.9,B455,New York,M6806,Merchant_9,POS5523,Prepaid,,56,54958,520,Active,No,ATM,USA  ,Non-Compliant
